,Player,Pos,Games,ADP,Pass Comp,Pass Att,Pass Yds,Pass Yds Per Game,Pass Yds Avg,Pass TD,Pass TD Per Game,Int,Rush Att,Rush Yds,Rush Yds Per Game,Rush Yds Avg,Rush TD,Rush TD Per Game,Rec,Rec Yds,Rec Yds Per Game,Rec Yds Avg,Rec TD,Rec TD Per Game,Fumbles Lost,Fantasy Total,Fantasy Avg,UID,Rush Avg,Rec Avg
0,Samaje Perine,RB,16,198.84,0,0,0,0,0,0,0,0,8,32,2,0,0,0,3,5,0.3125,0,0,0,0,3.7,0.23125,SamajePerine214,4,1.666666667
0,Tre'Quan Smith,WR,16,204.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,427,26.6875,0,5,0.3125,0,72.7,4.54375,TreQuanSmith216,15.25,
0,John Kelly,RB,16,205.54,0,0,0,0,0,0,0,0,27,74,4.625,0,0,0,2,27,1.6875,0,0,0,0,10.1,0.63125,JohnKelly217,2.740740741,13.5
0,Corey Coleman,WR,10,205.93,0,0,0,0,0,0,0,0,1,5,0.5,0,0,0,5,71,7.1,0,0,0,0,7.6,0.76,CoreyColeman218,5,14.2
0,Cole Beasley,WR,16,208.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,672,42,0,3,0.1875,0,85.2,5.325,ColeBeasley222,10.33846154,
0,Nick Vannett,TE,16,208.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,269,16.8125,0,3,0.1875,0,44.9,2.80625,NickVannett224,9.275862069,
0,Chase Edmonds,RB,16,208.94,0,0,0,0,0,0,0,0,60,208,13,0,2,0.125,20,103,6.4375,0,0,0,0,43.1,2.69375,ChaseEdmonds225,3.466666667,5.15
0,Taywan Taylor,WR,16,210.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,466,29.125,0,1,0.0625,1,50.6,3.1625,TaywanTaylor227,12.59459459,
0,Antonio Callaway,WR,16,211.37,0,0,0,0,0,0,0,0,2,7,0.4375,0,0,0,43,586,36.625,0,5,0.3125,1,87.3,5.45625,AntonioCallaway228,3.5,13.62790698
0,Vernon Davis,TE,16,213.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,367,22.9375,0,2,0.125,0,48.7,3.04375,VernonDavis229,14.68,
0,Ryan Grant,WR,16,217.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,334,20.875,0,1,0.0625,0,39.4,2.4625,RyanGrant231,9.542857143,
0,D.J. Chark,WR,16,218.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,174,10.875,0,0,0,1,15.4,0.9625,DJChark232,12.42857143,
0,Nick Foles,QB,16,218.34,141,195,1413,88.3125,10.0212766,7,0.4375,4,9,17,1.0625,0,0,0,0,0,0,0,0,0,2,74.22,4.63875,NickFoles233,1.888888889,
0,Mike Wallace,WR,3,218.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MikeWallace234,,
0,Gerald Everett,TE,16,221.02,0,0,0,0,0,0,0,0,2,16,1,0,0,0,33,320,20,0,3,0.1875,0,51.6,3.225,GeraldEverett235,8,9.696969697
0,Rod Smith,RB,16,222.6,0,0,0,0,0,0,0,0,44,127,7.9375,0,1,0.0625,9,60,3.75,0,0,0,0,24.7,1.54375,RodSmith236,2.886363636,6.666666667
0,Phillip Dorsett,WR,16,222.69,0,0,0,0,0,0,0,0,4,29,1.8125,0,0,0,32,290,18.125,0,3,0.1875,0,49.9,3.11875,PhillipDorsett237,7.25,9.0625
0,Jermaine Kearse,WR,16,223.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,371,23.1875,0,1,0.0625,0,43.1,2.69375,JermaineKearse238,10.02702703,
0,Ameer Abdullah,RB,15,224.25,0,0,0,0,0,0,0,0,1,1,0.066666667,0,0,0,3,28,1.866666667,0,0,0,1,0.9,0.06,AmeerAbdullah239,1,9.333333333
0,DeMarco Murray,RB,16,224.81,0,0,0,0,0,0,0,0,184,659,41.1875,0,6,0.375,39,266,16.625,0,1,0.0625,1,132.5,8.28125,DeMarcoMurray240,3.581521739,6.820512821
0,Darren Sproles,RB,16,225.67,0,0,0,0,0,0,0,0,29,120,7.5,0,1,0.0625,15,160,10,0,2,0.125,0,46,2.875,DarrenSproles241,4.137931034,10.66666667
0,Josh McCown,QB,16,225.7,60,110,539,33.6875,8.983333333,1,0.0625,4,5,32,2,0,0,0,0,0,0,0,0,0,0,20.76,1.2975,JoshMcCown242,6.4,
0,Eric Decker,WR,3,225.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,4,0,0,0,0,1.2,0.4,EricDecker243,6,
0,Keke Coutee,WR,16,226.98,0,0,0,0,0,0,0,0,3,0,0,0,0,0,28,287,17.9375,0,1,0.0625,0,34.7,2.16875,KekeCoutee244,0,10.25
0,Tavon Austin,WR,16,231.04,0,0,0,0,0,0,0,0,6,55,3.4375,0,0,0,8,140,8.75,0,2,0.125,0,31.5,1.96875,TavonAustin245,9.166666667,17.5
0,Luke Willson,TE,16,231.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,87,5.4375,0,0,0,0,8.7,0.54375,LukeWillson246,6.692307692,
0,Equanimeous St. Brown,WR,16,232.27,0,0,0,0,0,0,0,0,1,5,0.3125,0,0,0,21,328,20.5,0,0,0,0,33.3,2.08125,EquanimeousStBrown247,5,15.61904762
0,Terrelle Pryor,WR,8,232.92,0,0,0,0,0,0,0,0,1,-1,-0.125,0,0,0,16,252,31.5,0,2,0.25,0,37.1,4.6375,TerrellePryor248,-1,15.75
0,Mason Rudolph,QB,16,233.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MasonRudolph249,,
0,Zay Jones,WR,16,233.08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56,652,40.75,0,7,0.4375,0,107.2,6.7,ZayJones250,0,11.64285714
0,AJ McCarron,QB,16,234.57,1,3,8,0.5,8,0,0,0,3,-2,-0.125,0,0,0,0,0,0,0,0,0,0,0.12,0.0075,AJMcCarron251,-0.666666667,
0,Jaylen Samuels,RB,16,236.74,0,0,0,0,0,0,0,0,56,256,16,0,0,0,26,199,12.4375,0,3,0.1875,0,63.5,3.96875,JaylenSamuels252,4.571428571,7.653846154
0,Elijah McGuire,RB,8,237.02,0,0,0,0,0,0,0,0,92,276,34.5,0,3,0.375,19,193,24.125,0,1,0.125,2,66.9,8.3625,ElijahMcGuire253,3,10.15789474
0,J'Mon Moore,WR,16,237.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0.9375,0,0,0,1,-0.5,-0.03125,JMonMoore254,7.5,
0,DaeSean Hamilton,WR,16,238.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,243,15.1875,0,2,0.125,0,36.3,2.26875,DaeSeanHamilton255,8.1,
0,Mark Andrews,TE,16,238.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,552,34.5,0,3,0.1875,0,73.2,4.575,MarkAndrews256,16.23529412,
0,Ryan Fitzpatrick,QB,16,239.51,164,246,2366,147.875,14.42682927,17,1.0625,12,36,152,9.5,0,2,0.125,0,0,0,0,0,0,1,163.84,10.24,RyanFitzpatrick257,4.222222222,
0,Cordarrelle Patterson,WR,16,240.47,0,0,0,0,0,0,0,0,42,228,14.25,0,1,0.0625,21,247,15.4375,0,3,0.1875,1,69.5,4.34375,CordarrellePatterson258,5.428571429,11.76190476
0,Mark Walton,RB,16,242.26,0,0,0,0,0,0,0,0,14,34,2.125,0,0,0,5,41,2.5625,0,0,0,0,7.5,0.46875,MarkWalton259,2.428571429,8.2
0,Kevin White,WR,16,242.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,92,5.75,0,0,0,0,9.2,0.575,KevinWhite260,23,
0,Justin Jackson,RB,13,244.38,0,0,0,0,0,0,0,0,50,206,15.84615385,0,2,0.153846154,15,135,10.38461538,0,0,0,0,46.1,3.546153846,JustinJackson261,4.12,9
0,Brandon Marshall,WR,11,244.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,136,12.36363636,0,1,0.090909091,0,19.6,1.781818182,BrandonMarshall262,12.36363636,
0,Willie Snead,WR,16,245.22,0,0,0,0,0,0,0,0,1,13,0.8125,0,0,0,62,651,40.6875,0,1,0.0625,0,72.4,4.525,WillieSnead263,13,10.5
0,Ryan Francis Griffin,TE,16,246.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,305,19.0625,0,0,0,0,30.5,1.90625,RyanGriffin264,12.70833333,
0,Wayne Gallman,RB,16,247.1,0,0,0,0,0,0,0,0,51,176,11,0,1,0.0625,14,89,5.5625,0,0,0,1,30.5,1.90625,WayneGallman265,3.450980392,6.357142857
0,Adam Shaheen,TE,7,247.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,48,6.857142857,0,1,0.142857143,0,10.8,1.542857143,AdamShaheen266,9.6,
0,Teddy Bridgewater,QB,16,247.93,14,23,118,7.375,8.428571429,1,0.0625,1,11,5,0.3125,0,0,0,0,0,0,0,0,0,0,7.22,0.45125,TeddyBridgewater267,0.454545455,
0,Virgil Green,TE,16,248.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,210,13.125,0,1,0.0625,0,27,1.6875,VirgilGreen268,11.05263158,
0,Jesse James,TE,16,248.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,423,26.4375,0,2,0.125,0,54.3,3.39375,JesseJames269,14.1,
0,Ed Dickson,TE,10,250.29,0,0,0,0,0,0,0,0,1,9,0.9,0,0,0,12,143,14.3,0,3,0.3,0,33.2,3.32,EdDickson270,9,11.91666667
0,Adam Humphries,WR,16,251.38,0,0,0,0,0,0,0,0,2,11,0.6875,0,0,0,76,816,51,0,5,0.3125,0,112.7,7.04375,AdamHumphries271,5.5,10.73684211
0,Travis Benjamin,WR,16,251.71,0,0,0,0,0,0,0,0,7,41,2.5625,0,0,0,12,186,11.625,0,1,0.0625,0,28.7,1.79375,TravisBenjamin272,5.857142857,15.5
0,Jacoby Brissett,QB,16,251.88,2,4,2,0.125,1,0,0,0,7,-7,-0.4375,0,0,0,0,0,0,0,0,0,0,-0.62,-0.03875,JacobyBrissett273,-1,
0,Bo Scarbrough,RB,2,254.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BoScarbrough274,,
0,Curtis Samuel,WR,16,254.13,0,0,0,0,0,0,0,0,8,84,5.25,0,2,0.125,39,494,30.875,0,5,0.3125,1,97.8,6.1125,CurtisSamuel275,10.5,12.66666667
0,Trent Taylor,WR,16,255.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,215,13.4375,0,1,0.0625,0,27.5,1.71875,TrentTaylor276,8.269230769,
0,Laquon Treadwell,WR,16,257.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,302,18.875,0,1,0.0625,0,36.2,2.2625,LaquonTreadwell277,8.628571429,
0,Taylor Gabriel,WR,16,257.39,0,0,0,0,0,0,0,0,9,61,3.8125,0,0,0,67,688,43,0,2,0.125,1,84.9,5.30625,TaylorGabriel278,6.777777778,10.26865672
0,Jonathan Williams,RB,9,257.9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0.111111111,0,0,0,0,0.1,0.011111111,JonathanWilliams279,0,1
0,Blake Jarwin,TE,16,259.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,307,19.1875,0,3,0.1875,0,48.7,3.04375,BlakeJarwin280,11.37037037,
0,Ian Thomas,TE,16,261.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,333,20.8125,0,2,0.125,0,45.3,2.83125,IanThomas281,9.25,
0,Alfred Blue,RB,16,261.88,0,0,0,0,0,0,0,0,150,499,31.1875,0,2,0.125,20,154,9.625,0,0,0,0,77.3,4.83125,AlfredBlue282,3.326666667,7.7
0,Boston Scott,RB,3,262.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BostonScott283,,
0,Rico Gathers,TE,16,262.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,2.8125,0,0,0,0,4.5,0.28125,RicoGathers284,15,
0,Joe Williams,RB,4,264.46,0,0,0,0,0,0,0,0,19,45,11.25,0,1,0.25,4,29,7.25,0,0,0,0,13.4,3.35,JoeWilliams285,2.368421053,7.25
0,Chad Williams,WR,16,264.89,0,0,0,0,0,0,0,0,1,9,0.5625,0,0,0,17,171,10.6875,0,1,0.0625,0,24,1.5,ChadWilliams286,9,10.05882353
0,Chester Rogers,WR,16,267.97,0,0,0,0,0,0,0,0,1,-4,-0.25,0,0,0,53,485,30.3125,0,2,0.125,0,60.1,3.75625,ChesterRogers287,-4,9.150943396
0,Mike Gillislee,RB,4,268.44,0,0,0,0,0,0,0,0,16,43,10.75,0,0,0,1,9,2.25,0,0,0,1,3.2,0.8,MikeGillislee288,2.6875,9
0,Malcolm Mitchell,WR,4,272.97,0,0,0,0,0,0,0,0,16,9,2.25,0,0,0,1,43,10.75,0,0,0,1,3.2,0.8,MalcolmMitchell289,0.5625,43
0,Jaron Brown,WR,16,276.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,166,10.375,0,5,0.3125,0,46.6,2.9125,JaronBrown290,11.85714286,
0,Jordan Akins,TE,16,277.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,225,14.0625,0,0,0,0,22.5,1.40625,JordanAkins291,13.23529412,
0,Stephen Anderson,TE,3,280.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,StephenAnderson292,,
0,Torrey Smith,WR,16,281.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,190,11.875,0,2,0.125,0,31,1.9375,TorreySmith293,11.17647059,
0,Josh Adams,RB,14,282.6,0,0,0,0,0,0,0,0,120,511,36.5,0,3,0.214285714,7,58,4.142857143,0,0,0,1,72.9,5.207142857,JoshAdams294,4.258333333,8.285714286
0,Tyler Higbee,TE,16,287.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,292,18.25,0,2,0.125,0,41.2,2.575,TylerHigbee295,12.16666667,
0,Jalen Richard,RB,16,289.3,0,0,0,0,0,0,0,0,55,259,16.1875,0,1,0.0625,68,607,37.9375,0,0,0,2,88.6,5.5375,JalenRichard296,4.709090909,8.926470588
0,Marquez Valdes-Scantling,WR,16,289.5,0,0,0,0,0,0,0,0,2,29,1.8125,0,0,0,38,581,36.3125,0,2,0.125,0,73,4.5625,MarquezValdesScantling297,14.5,15.28947368
0,J.J. Nelson,WR,16,291.01,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,64,4,0,0,0,0,6.4,0.4,JJNelson298,0,9.142857143
0,Brice Butler,WR,11,292.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,60,5.454545455,0,1,0.090909091,0,12,1.090909091,BriceButler299,10,
