,Player,Pos,Games,ADP,Pass Comp,Pass Att,Pass Yds,Pass Yds Per Game,Pass Yds Avg,Pass TD,Pass TD Per Game,Int,Rush Att,Rush Yds,Rush Yds Per Game,Rush Yds Avg,Rush TD,Rush TD Per Game,Rec,Rec Yds,Rec Yds Per Game,Rec Yds Avg,Rec TD,Rec TD Per Game,Fumbles Lost,Fantasy Total,Fantasy Avg,UID,Rush Avg,Rec Avg
0,Christian McCaffrey,RB,10,1.32,0,0,0,0.0,0,0,0.0,0,59.0,225.0,22.5,0,5.0,0.5,17.0,149.0,14.9,0,1.0,0.1,0.0,73.4,7.340000000000001,ChristianMcCaffrey1,3.8135593220338984,8.764705882352942
0,Saquon Barkley,RB,2,2.67,0,0,0,0.0,0,0,0.0,0,19,34,17.0,0,0,0.0,6.0,60.0,30.0,0,0.0,0.0,0.0,9.4,4.7,SaquonBarkley2,1.7894736842105263,10.0
0,Ezekiel Elliott,RB,16,3.95,0,0,0,0.0,0,0,0.0,0,244.0,979.0,61.1875,0,6.0,0.375,52.0,338.0,21.125,0,2.0,0.125,5.0,169.70000000000002,10.606250000000001,EzekielElliott3,4.012295081967213,6.5
0,Michael Thomas,WR,13,6.11,0,0,0,0.0,0,0,0.0,0,1.0,1.0,0.07692307692307693,0,0.0,0.0,40.0,438.0,33.69230769230769,0,0.0,0.0,0.0,43.9,3.376923076923077,MichaelThomas4,1.0,10.95
0,Alvin Kamara,RB,15,6.76,0,0,0,0.0,0,0,0.0,0,187,932,62.13333333333333,0,16,1.0666666666666667,83,756,50.4,0,5,0.3333333333333333,0.0,294.8,19.653333333333332,AlvinKamara5,4.983957219251337,9.108433734939759
0,Dalvin Cook,RB,16,7.66,0,0,0,0.0,0,0,0.0,0,312.0,1557.0,97.3125,0,16.0,1.0,44.0,361.0,22.5625,0,1.0,0.0625,3.0,287.8,17.9875,DalvinCook6,4.990384615384615,8.204545454545455
0,Patrick Mahomes,QB,16,9.45,390.0,588.0,4740.0,296.25,12.153846153846153,38.0,2.375,6.0,62.0,308.0,19.25,0,2.0,0.125,0,0,0.0,0,0,0.0,2.0,368.4,23.025,PatrickMahomes7,4.967741935483871
0,Derrick Henry,RB,16,9.69,0,0,0,0.0,0,0,0.0,0,378,2027,126.6875,0,17,1.0625,19.0,114.0,7.125,0,0.0,0.0,2.0,312.1,19.506250000000005,DerrickHenry8,5.362433862433862,6.0
0,Lamar Jackson,QB,15,10.68,242,376,2757,183.8,11.392561983471074,26,1.7333333333333334,9,159,1005,67.0,0,7,0.4666666666666667,0,0,0.0,0,0,0.0,4.0,330.78,22.052,LamarJackson9,6.320754716981132
0,Davante Adams,WR,16,12.45,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,115.0,1374.0,85.875,0,18.0,1.125,1.0,243.40000000000003,15.212499999999997,DavanteAdams10,11.947826086956521
0,Clyde Edwards-Helaire,RB,16,15.92,0,0,0,0.0,0,0,0.0,0,181.0,803.0,50.1875,0,4.0,0.25,36.0,297.0,18.5625,0,1.0,0.0625,0.0,140.0,8.750000000000002,ClydeEdwardsHelaire11,4.43646408839779,8.25
0,Joe Mixon,RB,9,16.54,0,0,0,0.0,0,0,0.0,0,119.0,428.0,47.55555555555556,0,3.0,0.3333333333333333,21.0,138.0,15.333333333333334,0,1.0,0.1111111111111111,1.0,78.6,8.733333333333334,JoeMixon12,3.596638655462185,6.571428571428571
0,Josh Jacobs,RB,16,16.55,0,0,0,0.0,0,0,0.0,0,273.0,1065.0,66.5625,0,12.0,0.75,33.0,238.0,14.875,0,0.0,0.0,2.0,198.3,12.393750000000002,JoshJacobs13,3.901098901098901,7.212121212121212
0,Tyreek Hill,WR,16,17.10,0,0,0,0.0,0,0,0.0,0,13.0,123.0,7.6875,0,2.0,0.125,87.0,1276.0,79.75,0,15.0,0.9375,0.0,241.9,15.118750000000002,TyreekHill14,9.461538461538462,14.666666666666666
0,Travis Kelce,TE,16,17.42,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,105.0,1416.0,88.5,0,11.0,0.6875,1.0,205.6,12.850000000000001,TravisKelce15,13.485714285714286
0,Nick Chubb,RB,12,17.64,0,0,0,0.0,0,0,0.0,0,190,1067,88.91666666666667,0,12,1.0,16.0,150.0,12.5,0,0.0,0.0,1.0,191.70000000000002,15.975000000000001,NickChubb16,5.61578947368421,9.375
0,Aaron Jones,RB,16,18.06,0,0,0,0.0,0,0,0.0,0,201.0,1104.0,69.0,0,9.0,0.5625,47.0,355.0,22.1875,0,2.0,0.125,0.0,211.90000000000003,13.243750000000002,AaronJones17,5.492537313432836,7.553191489361702
0,DeAndre Hopkins,WR,16,18.18,0,0,0,0.0,0,0,0.0,0,1.0,1.0,0.0625,0,0.0,0.0,115,1407,87.9375,0,6,0.375,2.0,172.8,10.8,DeAndreHopkins18,1.0,12.234782608695653
0,Julio Jones,WR,16,19.06,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,51.0,771.0,48.1875,0,3.0,0.1875,0.0,95.10000000000002,5.943750000000001,JulioJones19,15.117647058823529
0,Austin Ekeler,RB,10,19.77,0,0,0,0.0,0,0,0.0,0,116,530,53.0,0,1,0.1,54,403,40.3,0,2,0.2,0.0,111.30000000000001,11.13,AustinEkeler20,4.568965517241379,7.462962962962963
0,Miles Sanders,RB,16,20.52,0,0,0,0.0,0,0,0.0,0,164.0,867.0,54.1875,0,6.0,0.375,28.0,197.0,12.3125,0,0.0,0.0,2.0,138.4,8.65,MilesSanders21,5.286585365853658,7.035714285714286
